Company Name,Industry,Symbol,Series,ISIN Code
Kalpataru Limited,NSE Equity,KALPATARU,EQ,INE227J01012
Kalyani Commercials Limited,NSE Equity,KALYANI,BE,INE610E01010
Kalyani Forge Limited,NSE Equity,KALYANIFRG,EQ,INE314G01014
Kalyan Jewellers India Limited,Consumer Durables,KALYANKJIL,EQ,INE303R01014
Kama Holdings Limited,NSE Equity,KAMAHOLD,EQ,INE411F01010
Kamat Hotels (I) Limited,NSE Equity,KAMATHOTEL,EQ,INE967C01018
Kamdhenu Limited,NSE Equity,KAMDHENU,BE,INE390H01020
Kamdhenu Ventures Limited,NSE Equity,KAMOPAINTS,EQ,INE0BTI01037
Kanani Industries Limited,NSE Equity,KANANIIND,EQ,INE879E01037
Kanchi Karpooram Limited,NSE Equity,KANCHI,BE,INE081G01019
Kanoria Chemicals & Industries Limited,NSE Equity,KANORICHEM,BE,INE138C01024
Kanpur Plastipack Limited,NSE Equity,KANPRPLA,EQ,INE694E01014
Kansai Nerolac Paints Limited,NSE Equity,KANSAINER,EQ,INE531A01024
Kapston Services Limited,NSE Equity,KAPSTON,EQ,INE542Z01028
Karma Energy Limited,NSE Equity,KARMAENG,EQ,INE725L01011
Karur Vysya Bank Limited,Financial Services,KARURVYSYA,EQ,INE036D01028
Kaushalya Infrastructure Development Corporation Limited,NSE Equity,KAUSHALYA,BE,INE234I01028
Kavveri Defence & Wireless Technologies Limited,NSE Equity,KAVDEFENCE,EQ,INE641C01019
Kaya Limited,NSE Equity,KAYA,EQ,INE587G01015
Kaynes Technology India Limited,Capital Goods,KAYNES,EQ,INE918Z01012
KCP Limited,NSE Equity,KCP,EQ,INE805C01028
KCP Sugar and Industries Corporation Limited,NSE Equity,KCPSUGIND,EQ,INE790B01024
KDDL Limited,NSE Equity,KDDL,EQ,INE291D01011
KEC International Limited,Construction,KEC,EQ,INE389H01022
Kirloskar Electric Company Limited,NSE Equity,KECL,EQ,INE134B01017
DSJ Keep Learning Limited,NSE Equity,KEEPLEARN,EQ,INE055C01020
KEI Industries Limited,Capital Goods,KEI,EQ,INE878B01027
Kellton Tech Solutions Limited,NSE Equity,KELLTONTEC,EQ,INE164B01030
Kennametal India Limited,NSE Equity,KENNAMET,EQ,INE717A01029
Kernex Microsystems (India) Limited,NSE Equity,KERNEX,EQ,INE202H01019
Kesoram Industries Limited,NSE Equity,KESORAMIND,BE,INE087A01019
Keynote Financial Services Limited,NSE Equity,KEYFINSERV,EQ,INE681C01015
Kfin Technologies Limited,Financial Services,KFINTECH,EQ,INE138Y01010
Khadim India Limited,NSE Equity,KHADIM,BE,INE834I01025
Khaitan Chemicals & Fertilizers Limited,NSE Equity,KHAICHEM,EQ,INE745B01028
Khaitan (India) Limited,NSE Equity,KHAITANLTD,BE,INE731C01018
Khandwala Securities Limited,NSE Equity,KHANDSE,EQ,INE060B01014
Kalyani Investment Company Limited,NSE Equity,KICL,EQ,INE029L01018
Kilitch Drugs (India) Limited,NSE Equity,KILITCH,BE,INE729D01010
Krishna Institute of Medical Sciences Limited,Healthcare,KIMS,EQ,INE967H01025
Kingfa Science & Technology (India) Limited,NSE Equity,KINGFA,EQ,INE473D01015
KIOCL Limited,NSE Equity,KIOCL,EQ,INE880L01014
Kiran Vyapar Limited,NSE Equity,KIRANVYPAR,EQ,INE555P01013
Kiri Industries Limited,NSE Equity,KIRIINDUS,EQ,INE415I01015
Kirloskar Ferrous Industries Limited,NSE Equity,KIRLFER,EQ,INE884B01025
Kirloskar Brothers Limited,NSE Equity,KIRLOSBROS,EQ,INE732A01036
Kirloskar Oil Engines Limited,Capital Goods,KIRLOSENG,EQ,INE146L01010
Kirloskar Industries Limited,NSE Equity,KIRLOSIND,EQ,INE250A01039
Kirloskar Pneumatic Company Limited,NSE Equity,KIRLPNU,EQ,INE811A01020
OnEMI Technology Solutions Limited,NSE Equity,KISSHT,EQ,INE12F801023
Kitex Garments Limited,NSE Equity,KITEX,EQ,INE602G01020
Kewal Kiran Clothing Limited,NSE Equity,KKCL,EQ,INE401H01017
Kilburn Engineering Limited,NSE Equity,KLBRENG-B,EQ,INE338F01015
Knowledge Marine & Engineering Works Limited,NSE Equity,KMEW,EQ,INE0CJD01029
K.M.Sugar Mills Limited,NSE Equity,KMSUGAR,EQ,INE157H01023
Knack Packaging Limited,NSE Equity,KNACK,EQ,INE17QZ01016
KN Agri Resources Limited,NSE Equity,KNAGRI,EQ,INE0KNW01016
KNR Constructions Limited,NSE Equity,KNRCON,EQ,INE634I01029
Kohinoor Foods Limited,NSE Equity,KOHINOOR,EQ,INE080B01012
Kokuyo Camlin Limited,NSE Equity,KOKUYOCMLN,EQ,INE760A01029
Kolte - Patil Developers Limited,NSE Equity,KOLTEPATIL,EQ,INE094I01018
Kopran Limited,NSE Equity,KOPRAN,BE,INE082A01010
Kotak Mahindra Bank Limited,Financial Services,KOTAKBANK,EQ,INE237A01036
Kothari Sugars And Chemicals Limited,NSE Equity,KOTARISUG,EQ,INE419A01022
Kothari Petrochemicals Limited,NSE Equity,KOTHARIPET,EQ,INE720A01015
Kothari Products Limited,NSE Equity,KOTHARIPRO,EQ,INE823A01017
Kothari Industrial Corporation Limited,NSE Equity,KOTIC,EQ,INE972A01020
Kotyark Industries Limited,NSE Equity,KOTYARK,BE,INE0J0B01017
Kovai Medical Center & Hospital Limited,NSE Equity,KOVAI,EQ,INE177F01017
K.P. Energy Limited,NSE Equity,KPEL,EQ,INE127T01021
KPI Green Energy Limited,NSE Equity,KPIGREEN,EQ,INE542W01025
Kalpataru Projects International Limited,Construction,KPIL,EQ,INE220B01022
KPIT Technologies Limited,Information Technology,KPITTECH,EQ,INE04I401011
Kwality Pharmaceuticals Limited,NSE Equity,KPL,EQ,INE552U01010
K.P.R. Mill Limited,Textiles,KPRMILL,EQ,INE930H01031
KRBL Limited,NSE Equity,KRBL,EQ,INE001B01026
Krebs Biochemicals and Industries Limited,NSE Equity,KREBSBIO,EQ,INE268B01013
Kridhan Infra Limited,NSE Equity,KRIDHANINF,BE,INE524L01026
Krishana Phoschem Limited,NSE Equity,KRISHANA,EQ,INE506W01020
Krishival Foods Limited,NSE Equity,KRISHIVAL,EQ,INE0GGO01015
Krishna Defence And Allied Industries Limited,NSE Equity,KRISHNADEF,EQ,INE0J5601015
Kriti Industries (India) Limited,NSE Equity,KRITI,BE,INE479D01038
Kritika Wires Limited,NSE Equity,KRITIKA,EQ,INE00Z501029
Kriti Nutrients Limited,NSE Equity,KRITINUT,EQ,INE798K01010
KRN Heat Exchanger and Refrigeration Limited,NSE Equity,KRN,BE,INE0Q3J01015
Kronox Lab Sciences Limited,NSE Equity,KRONOX,EQ,INE0ATZ01017
Kross Limited,NSE Equity,KROSS,EQ,INE0O6601022
Krsnaa Diagnostics Limited,NSE Equity,KRSNAA,EQ,INE08LI01020
Krystal Integrated Services Limited,NSE Equity,KRYSTAL,EQ,INE0QN801017
Ksb Limited,NSE Equity,KSB,EQ,INE999A01023
Kaveri Seed Company Limited,NSE Equity,KSCL,EQ,INE455I01029
KSH International Limited,NSE Equity,KSHINTL,EQ,INE987S01020
Kshitij Polyline Limited,NSE Equity,KSHITIJPOL,BE,INE013801027
Kalyani Steels Limited,NSE Equity,KSL,EQ,INE907A01026
Ksolves India Limited,NSE Equity,KSOLVES,EQ,INE0D6I01023
KSR Footwear Limited,NSE Equity,KSR,EQ,INE1SPP01016
The Karnataka Bank Limited,NSE Equity,KTKBANK,EQ,INE614B01018
Kuantum Papers Limited,NSE Equity,KUANTUM,EQ,INE529I01021
Kusumgar Limited,NSE Equity,KUSUMGAR,EQ,INE0ISX01025
Kwality Wall's (India) Limited,NSE Equity,KWIL,EQ,INE2KCE01013
Lagnam Spintex Limited,NSE Equity,LAGNAM,EQ,INE548Z01017
Lahoti Overseas Limited,NSE Equity,LAHOTIOV,EQ,INE515C01023
Lorenzini Apparels Limited,NSE Equity,LAL,EQ,INE740X01023
Dr. Lal Path Labs Ltd.,Healthcare,LALPATHLAB,EQ,INE600L01024
Lambodhara Textiles Limited,NSE Equity,LAMBODHARA,EQ,INE112F01022
Lancor Holdings Limited,NSE Equity,LANCORHOL,EQ,INE572G01025
Landmark Cars Limited,NSE Equity,LANDMARK,EQ,INE559R01029
Landsmill Green Limited,NSE Equity,LANDSMILL,EQ,INE688J01023
La Opala RG Limited,NSE Equity,LAOPALA,EQ,INE059D01020
Lasa Supergenerics Limited,NSE Equity,LASA,EQ,INE670X01014
Laser Power & Infra Limited,NSE Equity,LASERPOWER,EQ,INE17IR01028
Latent View Analytics Limited,Information Technology,LATENTVIEW,EQ,INE0I7C01011
Latteys Industries Limited,NSE Equity,LATTEYS,BE,INE262Z01023
Laurus Labs Limited,Healthcare,LAURUSLABS,EQ,INE947Q01028
Laxmi Cotspin Limited,NSE Equity,LAXMICOT,EQ,INE801V01019
Laxmi Dental Limited,NSE Equity,LAXMIDENTL,EQ,INE0WO601020
Laxmi India Finance Limited,NSE Equity,LAXMIINDIA,BE,INE06WU01026
LCC Infotech Limited,NSE Equity,LCCINFOTEC,EQ,INE938A01021
Lohia Corp Limited,NSE Equity,LCL,EQ,INE0QJW01029
Le Merite Exports Limited,NSE Equity,LEMERITE,EQ,INE0G1L01025
Lemon Tree Hotels Limited,Consumer Services,LEMONTREE,EQ,INE970X01018
Lenskart Solutions Limited,Consumer Services,LENSKART,EQ,INE956O01016
Lexus Granito (India) Limited,NSE Equity,LEXUS,EQ,INE500X01013
Lakshmi Finance & Industrial Corporation Limited,NSE Equity,LFIC,EQ,INE850E01012
LG Balakrishnan & Bros Limited,NSE Equity,LGBBROSLTD,EQ,INE337A01034
LG Electronics India Limited,Consumer Durables,LGEINDIA,EQ,INE324D01010
Laxmi Goldorna House Limited,NSE Equity,LGHL,EQ,INE258Y01016
Libas Consumer Products Limited,NSE Equity,LIBAS,EQ,INE908V01012
Liberty Shoes Limited,NSE Equity,LIBERTSHOE,EQ,INE557B01019
LIC Housing Finance Limited,Financial Services,LICHSGFIN,EQ,INE115A01026
Life Insurance Corporation Of India,Financial Services,LICI,EQ,INE0J1Y01017
Likhitha Infrastructure Limited,NSE Equity,LIKHITHA,EQ,INE060901027
Linc Limited,NSE Equity,LINC,EQ,INE802B01027
Lincoln Pharmaceuticals Limited,NSE Equity,LINCOLN,EQ,INE405C01035
Linde India Limited,Chemicals,LINDEINDIA,EQ,INE473A01011
LLOYDS ENGINEERING WORKS LIMITED,NSE Equity,LLOYDSENGG,EQ,INE093R01011
Lloyds Enterprises Limited,NSE Equity,LLOYDSENT,EQ,INE080I01025
Lloyds Metals And Energy Limited,Metals & Mining,LLOYDSME,EQ,INE281B01032
LMW Limited,NSE Equity,LMW,EQ,INE269B01029
Lodha Developers Limited,Realty,LODHA,EQ,INE670K01029
Lokesh Machines Limited,NSE Equity,LOKESHMACH,BE,INE397H01017
Lords Chloro Alkali Limited,NSE Equity,LORDSCHLO,EQ,INE846D01012
Sri Lotus Developers and Realty Limited,NSE Equity,LOTUSDEV,EQ,INE0V9Q01010
Lotus Eye Hospital and Institute Limited,NSE Equity,LOTUSEYE,EQ,INE947I01017
Lovable Lingerie Limited,NSE Equity,LOVABLE,EQ,INE597L01014
Loyal Textile Mills Limited,NSE Equity,LOYALTEX,EQ,INE970D01010
Landmark Property Development Company Limited,NSE Equity,LPDC,EQ,INE197J01017
Larsen & Toubro Limited,Construction,LT,EQ,INE018A01030
L&T Finance Limited,Financial Services,LTF,EQ,INE498L01015
LT Foods Limited,Fast Moving Consumer Goods,LTFOODS,EQ,INE818H01020
LTM Limited,Information Technology,LTM,EQ,INE214T01019
L&T Technology Services Limited,Information Technology,LTTS,EQ,INE010V01017
Lumax Industries Limited,NSE Equity,LUMAXIND,EQ,INE162B01018
Lumax Auto Technologies Limited,NSE Equity,LUMAXTECH,EQ,INE872H01027
Lupin Limited,Healthcare,LUPIN,EQ,INE326A01037
Lux Industries Limited,NSE Equity,LUXIND,EQ,INE150G01020
Laxmi Organic Industries Limited,NSE Equity,LXCHEM,EQ,INE576O01020
Lyka Labs Limited,NSE Equity,LYKALABS,BE,INE933A01014
Mahindra & Mahindra Limited,Automobile and Auto Components,M&M,EQ,INE101A01026
Mahindra & Mahindra Financial Services Limited,Financial Services,M&MFIN,EQ,INE774D01024
Maan Aluminium Limited,NSE Equity,MAANALU,EQ,INE215I01027
Macpower CNC Machines Limited,NSE Equity,MACPOWER,EQ,INE155Z01011
Madhav Marbles and Granites Limited,NSE Equity,MADHAV,EQ,INE925C01016
Madhav Infra Projects Limited,NSE Equity,MADHAVIPL,EQ,INE631R01026
Madhucon Projects Limited,NSE Equity,MADHUCON,BE,INE378D01032
Madras Fertilizers Limited,NSE Equity,MADRASFERT,EQ,INE414A01015
Mafatlal Industries Limited,NSE Equity,MAFATIND,EQ,INE270B01035
Magadh Sugar & Energy Limited,NSE Equity,MAGADSUGAR,EQ,INE347W01011
Magnum Ventures Limited,NSE Equity,MAGNUM,EQ,INE387I01016
Bank of Maharashtra,Financial Services,MAHABANK,EQ,INE457A01014
Maha Rashtra Apex Corporation Limited,NSE Equity,MAHAPEXLTD,EQ,INE843B01013
Mahamaya Steel Industries Limited,NSE Equity,MAHASTEEL,EQ,INE451L01014
Mahindra EPC Irrigation Limited,NSE Equity,MAHEPC,EQ,INE215D01010
Maheshwari Logistics Limited,NSE Equity,MAHESHWARI,BE,INE263W01010
Mahindra Lifespace Developers Limited,NSE Equity,MAHLIFE,EQ,INE813A01018
Mahindra Logistics Limited,NSE Equity,MAHLOG,EQ,INE766P01016
Maharashtra Scooters Limited,NSE Equity,MAHSCOOTER,EQ,INE288A01013
Maharashtra Seamless Limited,NSE Equity,MAHSEAMLES,EQ,INE271B01025
Maithan Alloys Limited,NSE Equity,MAITHANALL,EQ,INE683C01011
Majestic Auto Limited,NSE Equity,MAJESAUT,EQ,INE201B01022
Mallcom (India) Limited,NSE Equity,MALLCOM,EQ,INE389C01015
Malu Paper Mills Limited,NSE Equity,MALUPAPER,EQ,INE383H01017
Mamata Machinery Limited,NSE Equity,MAMATA,EQ,INE0TO701015
Manaksia Aluminium Company Limited,NSE Equity,MANAKALUCO,EQ,INE859Q01017
Manaksia Coated Metals & Industries Limited,NSE Equity,MANAKCOAT,EQ,INE830Q01018
Manaksia Limited,NSE Equity,MANAKSIA,EQ,INE015D01022
Manaksia Steels Limited,NSE Equity,MANAKSTEEL,EQ,INE824Q01011
Manali Petrochemicals Limited,NSE Equity,MANALIPETC,EQ,INE201A01024
Manappuram Finance Limited,Financial Services,MANAPPURAM,EQ,INE522D01027
Manba Finance Limited,NSE Equity,MANBA,EQ,INE939X01013
Mangal Credit and Fincorp Limited,NSE Equity,MANCREDIT,EQ,INE545L01039
Mangalam Drugs And Organics Limited,NSE Equity,MANGALAM,EQ,INE584F01014
Mangalam Cement Limited,NSE Equity,MANGLMCEM,EQ,INE347A01017
Man Industries (India) Limited,NSE Equity,MANINDS,EQ,INE993A01026
Man Infraconstruction Limited,NSE Equity,MANINFRA,EQ,INE949H01023
Mankind Pharma Limited,Healthcare,MANKIND,EQ,INE634S01028
Manomay Tex India Limited,NSE Equity,MANOMAY,EQ,INE784W01015
Manorama Industries Limited,NSE Equity,MANORAMA,EQ,INE00VM01036
Mangalam Organics Limited,NSE Equity,MANORG,BE,INE370D01013
Manugraph India Limited,NSE Equity,MANUGRAPH,BE,INE867A01022
Vedant Fashions Limited,NSE Equity,MANYAVAR,EQ,INE825V01034
C.E. Info Systems Limited,Information Technology,MAPMYINDIA,EQ,INE0BV301023
Maral Overseas Limited,NSE Equity,MARALOVER,BE,INE882A01013
Marathon Nextgen Realty Limited,NSE Equity,MARATHON,EQ,INE182D01020
Marico Limited,Fast Moving Consumer Goods,MARICO,EQ,INE196A01026
Marine Electricals (India) Limited,NSE Equity,MARINE,EQ,INE01JE01028
Markolines Pavement Technologies Limited,NSE Equity,MARKOLINES,EQ,INE0FW001016
Marksans Pharma Limited,NSE Equity,MARKSANS,EQ,INE750C01026
Marsons Limited,NSE Equity,MARSONS,EQ,INE415B01044
Maruti Suzuki India Limited,Automobile and Auto Components,MARUTI,EQ,INE585B01010
MAS Financial Services Limited,NSE Equity,MASFIN,EQ,INE348L01012
Mask Investments Limited,NSE Equity,MASKINVEST,BE,INE885F01015
Mastek Limited,NSE Equity,MASTEK,EQ,INE759A01021
Master Trust Limited,NSE Equity,MASTERTR,EQ,INE677D01037
Matrimony.Com Limited,NSE Equity,MATRIMONY,EQ,INE866R01028
Mawana Sugars Limited,NSE Equity,MAWANASUG,BE,INE636A01039
Max Estates Limited,NSE Equity,MAXESTATES,EQ,INE03EI01018
Max Healthcare Institute Limited,Healthcare,MAXHEALTH,EQ,INE027H01010
Max India Limited,NSE Equity,MAXIND,EQ,INE0CG601016
Mayur Uniquoters Ltd,NSE Equity,MAYURUNIQ,EQ,INE040D01038
Mazda Limited,NSE Equity,MAZDA,BE,INE885E01042
Mazagon Dock Shipbuilders Limited,Capital Goods,MAZDOCK,EQ,INE249Z01020
Madhya Bharat Agro Products Limited,NSE Equity,MBAPL,EQ,INE900L01028
M & B Engineering Limited,NSE Equity,MBEL,EQ,INE08N601015
MBL Infrastructure Limited,NSE Equity,MBLINFRA,BE,INE912H01013
Mac Charles India Limited,NSE Equity,MCCHRLS-B,EQ,INE435D01014
M TEK COPPER LIMITED,NSE Equity,MCL,EQ,INE813V01022
Mcleod Russel India Limited,NSE Equity,MCLEODRUSS,BE,INE942G01012
Magellanic Cloud Limited,NSE Equity,MCLOUD,EQ,INE613C01026
Multi Commodity Exchange of India Limited,Financial Services,MCX,EQ,INE745G01043
Global Health Limited,Healthcare,MEDANTA,EQ,INE474Q01031
Medi Assist Healthcare Services Limited,NSE Equity,MEDIASSIST,EQ,INE456Z01021
Medicamen Biotech Limited,NSE Equity,MEDICAMEQ,EQ,INE646B01010
Medico Remedies Limited,NSE Equity,MEDICO,EQ,INE630Y01024
Medplus Health Services Limited,NSE Equity,MEDPLUS,EQ,INE804L01022
Meesho Limited,Consumer Services,MEESHO,EQ,INE0VDM01015
Megastar Foods Limited,NSE Equity,MEGASTAR,EQ,INE00EM01016
Mangal Electrical Industries Limited,NSE Equity,MEIL,EQ,INE0PKD01011
Menon Pistons Limited,NSE Equity,MENNPIS,EQ,INE650G01029
Menon Bearings Limited,NSE Equity,MENONBE,BE,INE071D01033
Mercantile Ventures Limited,NSE Equity,MERCANTILE,EQ,INE689O01013
Mercury Ev-Tech Limited,NSE Equity,MERCURYEV,EQ,INE763M01028
Metro Brands Limited,NSE Equity,METROBRAND,EQ,INE317I01021
Metroglobal Limited,NSE Equity,METROGLOBL,EQ,INE085D01033
Metropolis Healthcare Limited,NSE Equity,METROPOLIS,EQ,INE112L01020
Mahalaxmi Fabric Mills Limited,NSE Equity,MFML,EQ,INE0US801024
Max Financial Services Limited,Financial Services,MFSL,EQ,INE180A01020
Mangalam Global Enterprise Limited,NSE Equity,MGEL,BE,INE0APB01032
Mahanagar Gas Limited,Oil Gas & Consumable Fuels,MGL,EQ,INE002S01010
Mahalaxmi Rubtech Limited,NSE Equity,MHLXMIRU,EQ,INE112D01035
Mahindra Holidays & Resorts India Limited,NSE Equity,MHRIL,EQ,INE998I01010
MIC Electronics Limited,NSE Equity,MICEL,BE,INE287C01037
Mishra Dhatu Nigam Limited,NSE Equity,MIDHANI,EQ,INE099Z01011
Midwest Limited,NSE Equity,MIDWESTLTD,EQ,INE0XAD01024
Minda Corporation Limited,Automobile and Auto Components,MINDACORP,EQ,INE842C01021
Mindteck (India) Limited,NSE Equity,MINDTECK,EQ,INE110B01017
Mirza International Limited,NSE Equity,MIRZAINT,EQ,INE771A01026
MITCON Consultancy & Engineering Services Limited,NSE Equity,MITCON,BE,INE828O01033
Mittal Life Style Limited,NSE Equity,MITTAL,EQ,INE997Y01027
M K Proteins Limited,NSE Equity,MKPL,EQ,INE964W01021
MM Forgings Limited,NSE Equity,MMFL,EQ,INE227C01017
MMP Industries Limited,NSE Equity,MMP,EQ,INE511Y01018
MMTC Limited,Services,MMTC,EQ,INE123F01029
Media Matrix Worldwide Limited,NSE Equity,MMWL,BE,INE200D01020
One Mobikwik Systems Limited,NSE Equity,MOBIKWIK,EQ,INE0HLU01028
Modi Naturals Limited,NSE Equity,MODINATUR,BE,INE537F01012
Modi Rubber Limited,NSE Equity,MODIRUBBER,EQ,INE832A01018
Modis Navnirman Limited,NSE Equity,MODIS,EQ,INE0L0L01012
MODISON LIMITED,NSE Equity,MODISONLTD,BE,INE737D01021
Modern Threads (India) Limited,NSE Equity,MODTHREAD,EQ,INE794W01014
Mohit Industries Limited,NSE Equity,MOHITIND,EQ,INE954E01012
MOIL Limited,NSE Equity,MOIL,EQ,INE490G01020
Moksh Ornaments Limited,NSE Equity,MOKSH,EQ,INE514Y01020
Meghmani Organics Limited,NSE Equity,MOL,EQ,INE0CT101020
Mold-Tek Technologies Limited,NSE Equity,MOLDTECH,EQ,INE835B01035
Mold-Tek Packaging Limited,NSE Equity,MOLDTKPAC,EQ,INE893J01029
Monarch Networth Capital Limited,NSE Equity,MONARCH,EQ,INE903D01011
Moneyboxx Finance Limited,NSE Equity,MONEYBOXX,EQ,INE296Q01012
Monte Carlo Fashions Limited,NSE Equity,MONTECARLO,EQ,INE950M01013
Morepen Laboratories Limited,NSE Equity,MOREPENLAB,EQ,INE083A01026
Moschip Technologies Limited,NSE Equity,MOSCHIP,EQ,INE935B01025
Samvardhana Motherson International Limited,Automobile and Auto Components,MOTHERSON,EQ,INE775A01035
Motilal Oswal Financial Services Limited,Financial Services,MOTILALOFS,EQ,INE338I01027
Motisons Jewellers Limited,NSE Equity,MOTISONS,EQ,INE0FRK01020
The Motor & General Finance Limited,NSE Equity,MOTOGENFIN,BE,INE861B01023
MphasiS Limited,Information Technology,MPHASIS,EQ,INE356A01018
MPS Limited,NSE Equity,MPSLTD,EQ,INE943D01017
MRF Limited,Automobile and Auto Components,MRF,EQ,INE883A01011
Mangalore Refinery and Petrochemicals Limited,Oil Gas & Consumable Fuels,MRPL,EQ,INE103A01014
MSP Steel & Power Limited,NSE Equity,MSPL,EQ,INE752G01015
Mstc Limited,NSE Equity,MSTCLTD,EQ,INE255X01014
Motherson Sumi Wiring India Limited,Automobile and Auto Components,MSUMI,EQ,INE0FS801015
Mtar Technologies Limited,NSE Equity,MTARTECH,BE,INE864I01014
MT Educare Limited,NSE Equity,MTEDUCARE,BE,INE472M01018
Mahanagar Telephone Nigam Limited,NSE Equity,MTNL,EQ,INE153A01019
Mufin Green Finance Limited,NSE Equity,MUFIN,EQ,INE08KJ01020
Credo Brands Marketing Limited,NSE Equity,MUFTI,EQ,INE220Q01020
Mukand Limited,NSE Equity,MUKANDLTD,EQ,INE304A01026
Mukka Proteins Limited,NSE Equity,MUKKA,EQ,INE0CG401037
Mukta Arts Limited,NSE Equity,MUKTAARTS,BE,INE374B01019
Munjal Auto Industries Limited,NSE Equity,MUNJALAU,EQ,INE672B01032
Munjal Showa Limited,NSE Equity,MUNJALSHOW,EQ,INE577A01027
Murudeshwar Ceramics Limited,NSE Equity,MURUDCERA,EQ,INE692B01014
Muthoot Capital Services Limited,NSE Equity,MUTHOOTCAP,EQ,INE296G01013
Muthoot Finance Limited,Financial Services,MUTHOOTFIN,EQ,INE414G01012
Muthoot Microfin Limited,NSE Equity,MUTHOOTMF,EQ,INE046W01019
Manoj Vaibhav Gems N Jewellers Limited,NSE Equity,MVGJL,EQ,INE0KNT01012
Mangalam Worldwide Limited,NSE Equity,MWL,EQ,INE0JYY01029
NACL Industries Limited,NSE Equity,NACLIND,EQ,INE295D01020
Nagreeka Capital & Infrastructure Limited,NSE Equity,NAGREEKCAP,EQ,INE245I01016
Nagreeka Exports Limited,NSE Equity,NAGREEKEXP,EQ,INE123B01028
Nahar Capital and Financial Services Limited,NSE Equity,NAHARCAP,EQ,INE049I01012
Nahar Industrial Enterprises Limited,NSE Equity,NAHARINDUS,EQ,INE289A01011
Nahar Poly Films Limited,NSE Equity,NAHARPOLY,EQ,INE308A01027
Nahar Spinning Mills Limited,NSE Equity,NAHARSPING,BE,INE290A01027
Nippon Life India Asset Management Limited,Financial Services,NAM-INDIA,EQ,INE298J01013
Narmada Agrobase Limited,NSE Equity,NARMADA,EQ,INE117Z01011
Natural Capsules Limited,NSE Equity,NATCAPSUQ,EQ,INE936B01015
Natco Pharma Limited,Healthcare,NATCOPHARM,EQ,INE987B01026
Nath Bio-Genes (India) Limited,NSE Equity,NATHBIOGEN,EQ,INE448G01010
National Aluminium Company Limited,Metals & Mining,NATIONALUM,EQ,INE139A01034
National Standard (India) Limited,NSE Equity,NATIONSTD,EQ,INE166R01015
Info Edge (India) Limited,Consumer Services,NAUKRI,EQ,INE663F01032
NAVA LIMITED,Power,NAVA,EQ,INE725A01030
Navin Fluorine International Limited,Chemicals,NAVINFLUOR,EQ,INE048G01026
Navkar Corporation Limited,NSE Equity,NAVKARCORP,EQ,INE278M01019
Navkar Urbanstructure Limited,NSE Equity,NAVKARURB,BE,INE268H01044
Navneet Education Limited,NSE Equity,NAVNETEDUL,EQ,INE060A01024
Nazara Technologies Limited,NSE Equity,NAZARA,EQ,INE418L01047
NBCC (India) Limited,Construction,NBCC,EQ,INE095N01031
N. B. I. Industrial Finance Company Limited,NSE Equity,NBIFIN,EQ,INE365I01020
NCC Limited,Construction,NCC,EQ,INE868B01028
NCL Industries Limited,NSE Equity,NCLIND,EQ,INE732C01016
Naga Dhunseri Group Limited,NSE Equity,NDGL,EQ,INE756C01015
Nandan Denim Limited,NSE Equity,NDL,EQ,INE875G01048
NDL Ventures Limited,NSE Equity,NDLVENTURE,EQ,INE353A01023
Ndr Auto Components Limited,NSE Equity,NDRAUTO,EQ,INE07OG01012
New Delhi Television Limited,NSE Equity,NDTV,EQ,INE155G01029
Neelamalai Agro Industries Limited,NSE Equity,NEAGI,EQ,INE605D01012
North Eastern Carrying Corporation Limited,NSE Equity,NECCLTD,BE,INE553C01016
Nectar Lifesciences Limited,NSE Equity,NECLIFE,BE,INE023H01027
Nelcast Limited,NSE Equity,NELCAST,EQ,INE189I01024
NELCO Limited,NSE Equity,NELCO,EQ,INE045B01015
Neogen Chemicals Limited,NSE Equity,NEOGEN,EQ,INE136S01016
Nephrocare Health Services Limited,NSE Equity,NEPHROPLUS,EQ,INE428V01029
Nesco Limited,NSE Equity,NESCO,EQ,INE317F01035
Nestle India Limited,Fast Moving Consumer Goods,NESTLEIND,EQ,INE239A01024
Netweb Technologies India Limited,Information Technology,NETWEB,EQ,INE0NT901020
Network18 Media & Investments Limited,NSE Equity,NETWORK18,EQ,INE870H01013
Neuland Laboratories Limited,Healthcare,NEULANDLAB,EQ,INE794A01010
Newgen Software Technologies Limited,Information Technology,NEWGEN,EQ,INE619B01017
Next Mediaworks Limited,NSE Equity,NEXTMEDIA,EQ,INE747B01016
National Fertilizers Limited,NSE Equity,NFL,EQ,INE870D01012
Nakoda Group of Industries Limited,NSE Equity,NGIL,BE,INE236Y01012
NGL Fine-Chem Limited,NSE Equity,NGLFINE,EQ,INE887E01022
Narayana Hrudayalaya Ltd.,Healthcare,NH,EQ,INE410P01011
NHPC Limited,Power,NHPC,EQ,INE848E01016
The New India Assurance Company Limited,Financial Services,NIACL,EQ,INE470Y01017
NIBE Limited,NSE Equity,NIBE,EQ,INE149O01018
NRB Industrial Bearings Limited,NSE Equity,NIBL,EQ,INE047O01014
NIIT Limited,NSE Equity,NIITLTD,EQ,INE161A01038
NIIT Learning Systems Limited,NSE Equity,NIITMTS,EQ,INE342G01023
Nila Infrastructures Limited,NSE Equity,NILAINFRA,EQ,INE937C01029
Nila Spaces Limited,NSE Equity,NILASPACES,EQ,INE00S901012
